OverallQual,GrLivArea,TotalBsmtSF,1stFlrSF,YearBuilt,YearRemodAdd,GarageCars,GarageArea,FullBath,TotRmsAbvGrd,KitchenQual,Fireplaces,LotArea,Neighborhood,ExterQual,SalePrice
7,1232,1232,1232,2007,2007,2,632,2,6,Gd,0,7314,CollgCr,Gd,194500
5,1776,1584,1776,1958,1958,3,888,2,9,TA,0,11475,NAmes,TA,110000
4,1208,780,848,1925,1950,2,539,1,5,TA,0,6240,IDOTRR,TA,103000
8,1616,1595,1616,1995,1996,2,608,2,5,Gd,1,5389,StoneBr,Gd,236500
7,2031,1153,1153,1998,1999,2,541,2,8,Gd,1,11404,CollgCr,Gd,222500
5,948,948,948,1968,1968,1,300,1,6,TA,0,8978,Sawyer,TA,108000
7,1768,880,880,1914,1970,2,320,1,6,TA,2,10800,OldTown,TA,163000
3,1040,0,1040,1950,1950,2,400,2,6,TA,0,8544,NAmes,TA,93500
8,1801,893,901,2005,2005,3,800,2,8,Gd,1,10463,Gilbert,Gd,239900
7,1728,864,864,2004,2004,2,572,2,7,Gd,0,9313,CollgCr,Gd,190000
5,1432,264,768,1910,2002,2,360,2,7,TA,0,9600,OldTown,TA,132000
7,1349,1349,1349,2000,2001,2,539,2,6,TA,0,8450,SawyerW,TA,179000
5,1464,520,1464,1963,1999,2,480,2,6,TA,1,12886,Sawyer,TA,175000
8,2715,1142,1175,1976,1996,2,831,3,11,Gd,2,8963,NWAmes,Ex,299800
7,2640,1240,1320,1880,2003,4,864,1,8,Gd,1,11700,OldTown,Gd,265979
7,1720,1720,1720,1996,1996,2,527,2,7,Gd,1,10593,NoRidge,Gd,260400
4,1529,0,1088,1945,1950,1,240,2,9,TA,0,8405,Edwards,TA,98000
4,1140,576,792,1910,2004,0,0,1,7,TA,0,8800,OldTown,TA,96500
7,1320,660,660,2003,2003,2,400,2,6,Gd,0,7750,Gilbert,Gd,162000
6,1494,1479,1494,1997,1997,2,576,2,6,Gd,0,9236,CollgCr,TA,217000
6,1026,1026,1026,1969,2005,2,440,1,5,Gd,0,7930,NAmes,TA,156000
6,1471,729,742,1999,1999,2,440,2,6,TA,0,3230,Somerst,TA,172500
8,1768,866,866,2007,2007,2,578,2,7,Gd,0,10769,CollgCr,Gd,212000
6,1386,672,672,1978,1978,2,440,2,6,TA,1,11616,Sawyer,TA,158900
7,1501,744,757,1999,1999,2,440,2,6,TA,0,2280,Somerst,TA,179400
8,2531,1318,1328,1995,1995,3,752,2,9,Gd,1,12257,NoRidge,Gd,290000
6,864,864,864,1959,1959,1,300,1,5,TA,0,9100,NAmes,TA,127500
5,1301,1145,1301,1924,1950,2,440,1,5,Fa,0,6911,BrkSide,TA,100000
7,1547,756,764,2009,2009,2,614,2,7,Gd,0,8640,Somerst,TA,215200
8,2365,1252,1268,1999,1999,3,856,2,8,Gd,1,9430,NoRidge,Gd,337000
8,1494,1494,1494,1995,1996,2,481,1,6,Ex,1,9549,Veenker,Gd,270000
9,1506,1498,1506,2008,2008,2,592,2,6,Ex,1,14587,Somerst,Gd,264132
6,1750,983,983,1940,1985,1,423,2,7,TA,0,12508,Mitchel,TA,160000
7,1836,1860,1836,2004,2005,2,484,2,8,Gd,1,9100,CollgCr,Gd,216837
8,3279,1650,1690,2003,2003,3,841,3,12,Ex,1,53504,StoneBr,Ex,538000
5,858,858,858,1982,1982,2,576,1,5,TA,0,7252,Sawyer,TA,134900
4,1220,836,1220,1951,1951,2,396,1,6,TA,0,8877,Edwards,TA,102000
6,1117,1029,1117,1976,1976,2,672,1,6,TA,1,7819,Edwards,TA,107000
5,912,912,912,1958,1958,1,275,1,5,TA,0,10150,NAmes,TA,114500
8,1973,1935,1973,2006,2006,3,895,2,9,Gd,1,14226,NridgHt,Gd,395000
6,1204,1204,1204,1998,1998,2,412,2,5,TA,0,4500,Mitchel,TA,162000
7,1614,1614,1614,2005,2006,3,865,2,7,Gd,0,11210,CollgCr,Gd,221500
5,894,864,894,1974,1974,2,440,1,5,TA,1,13350,Sawyer,TA,142500
5,2020,0,2020,1977,1977,2,630,2,10,TA,2,8400,SawyerW,TA,144000
6,1004,975,1004,1977,1977,2,504,1,4,TA,0,10530,Mitchel,TA,135000
7,1253,1237,1253,1995,1996,2,402,2,6,TA,1,7875,Gilbert,TA,176000
6,1603,761,810,1992,1992,2,484,2,7,Gd,0,7153,SawyerW,Gd,175900
7,1430,1413,1430,2001,2002,2,605,2,6,Gd,0,16285,CollgCr,Gd,187100
5,1110,1097,1110,1978,1978,2,602,1,4,Gd,1,9101,Mitchel,TA,165500
6,1484,742,742,1914,2001,0,0,2,9,TA,1,6300,OldTown,TA,128000
7,2084,956,956,2004,2004,2,618,2,8,Gd,0,10142,SawyerW,Gd,233000
4,901,901,901,1954,2000,1,281,1,4,TA,0,6000,OldTown,TA,107900
6,2087,832,976,1966,2007,2,444,2,9,Gd,0,12205,ClearCr,TA,187500
7,1145,1145,1145,2005,2006,2,397,2,5,Gd,1,3182,Blmngtn,Gd,160200
6,1062,1029,1062,1976,1976,2,539,1,5,TA,2,11333,Mitchel,TA,146800
7,2013,1117,1127,1996,1997,2,455,2,8,TA,1,9920,NoRidge,Gd,269790
7,1895,712,1086,1994,1996,2,409,2,7,Gd,1,10832,Gilbert,Gd,194500
6,1564,650,888,1980,1981,2,476,2,7,TA,1,8400,SawyerW,TA,171000
6,1285,660,1285,1977,1977,2,528,1,7,TA,1,8197,Sawyer,TA,143500
5,773,773,773,1953,1953,1,240,1,4,TA,0,7677,NAmes,TA,110000
9,3140,1926,1966,2008,2009,3,820,3,11,Ex,2,13518,NridgHt,Ex,485000
5,1768,731,981,1937,1950,1,240,1,7,Gd,2,7200,SWISU,TA,175000
6,1688,616,616,1997,1997,2,603,2,8,Gd,0,12798,ClearCr,TA,200000
7,1456,728,728,2005,2005,2,410,2,7,Gd,1,8199,CollgCr,Gd,189000
9,2822,1734,1734,2008,2009,3,1020,3,12,Ex,1,13891,NridgHt,Ex,582933
5,1128,936,1128,1954,1954,1,286,1,5,TA,0,9000,NAmes,TA,118000
7,1428,1417,1428,2008,2008,2,554,2,6,Ex,0,12274,Somerst,Gd,227680
5,980,980,980,1967,1967,1,384,2,6,TA,0,9750,NAmes,TA,135500
5,1576,1324,1072,1923,2004,2,528,1,6,Gd,1,21384,BrkSide,TA,223500
5,1086,1024,1086,1966,1966,2,484,1,6,TA,1,13400,NAmes,TA,159950
6,1309,1040,1309,1974,1999,2,484,1,5,Gd,1,10140,NWAmes,TA,181000
6,848,848,848,2004,2004,2,420,1,4,Gd,1,4438,CollgCr,Gd,144500
5,1044,540,1044,1952,1952,2,504,1,4,Fa,0,8712,IDOTRR,Fa,55993
6,1442,1442,1442,1958,1958,1,301,1,7,TA,0,9750,NAmes,TA,157900
5,1250,686,686,1918,1950,1,280,1,7,Fa,0,8248,Edwards,TA,116000
7,1661,1649,1661,1998,1998,2,598,2,6,Gd,0,12137,CollgCr,TA,224900
5,1008,1008,1008,1954,1954,1,275,1,4,TA,1,11425,NAmes,TA,137000
6,1052,1010,1052,1971,1971,2,440,1,6,TA,0,8816,ClearCr,TA,155000
7,1358,1358,1358,2009,2010,2,484,2,6,Gd,1,6371,NridgHt,Gd,224000
4,936,936,936,1953,1953,2,576,1,4,TA,0,6000,OldTown,Fa,93000
6,1489,778,944,1940,1950,1,240,2,7,TA,1,9900,SWISU,TA,139500
8,1489,1489,1489,2006,2006,2,776,2,7,Gd,1,11216,Somerst,Gd,232600
10,2084,2078,2084,2007,2008,3,1220,2,7,Ex,1,14803,NridgHt,Ex,385000
5,784,784,784,1924,1950,0,0,1,5,Gd,0,6130,BrkSide,TA,109500
7,1434,1454,1434,2001,2001,2,527,2,6,Gd,1,8529,SawyerW,Gd,189000
5,2126,1013,1160,1967,1967,2,538,2,7,TA,0,28698,ClearCr,TA,185000
7,1223,600,520,2005,2005,2,480,2,4,Gd,0,2544,Somerst,Gd,147400
6,1392,1392,1392,1957,1957,2,458,1,6,TA,2,11900,NAmes,TA,166000
7,1200,600,520,2005,2005,2,480,2,4,Gd,0,3180,Somerst,TA,151000
7,1829,941,941,2003,2003,2,613,2,7,Gd,1,9548,CollgCr,Gd,237000
6,1516,1516,1516,1964,1964,2,472,1,6,TA,0,10004,NAmes,TA,167000
5,1144,1144,1144,1961,1961,2,456,1,6,TA,0,7875,NAmes,TA,139950
4,1067,1067,1067,1950,1995,2,436,2,4,Gd,0,9600,Sawyer,TA,128000
5,1559,1559,1559,1948,1973,2,812,1,5,TA,0,8100,OldTown,TA,153500
6,987,483,483,1973,1973,1,264,1,5,TA,0,1680,BrDale,TA,100000
5,1099,1099,1099,1995,2006,1,352,1,6,Gd,0,9525,CollgCr,TA,144000
5,1200,768,768,1946,1995,1,240,1,6,TA,0,11767,Edwards,TA,130500
6,1482,672,810,1925,1950,1,400,2,7,Fa,0,12155,SWISU,TA,140000
6,1165,1127,1165,1966,1966,2,490,1,6,TA,0,9020,NAmes,TA,174900
5,1800,1800,1800,1961,1961,0,0,2,10,TA,0,8000,NAmes,TA,141000
5,1416,876,876,1915,1950,3,720,1,7,TA,1,12665,OldTown,TA,153900
5,1701,1390,1701,1975,1981,2,611,2,6,TA,2,16647,Sawyer,TA,171000
5,864,864,864,1972,1972,1,338,1,5,TA,1,15523,CollgCr,TA,133500
6,1855,528,1094,1976,1994,2,512,2,7,TA,1,9600,Veenker,Gd,187000
6,848,848,848,2003,2003,2,420,1,3,Gd,0,4435,CollgCr,Gd,131500
7,1646,918,918,1941,1950,1,240,2,7,TA,2,7128,Crawfor,TA,164000
6,1445,1127,1445,1964,1964,2,645,1,7,TA,1,12095,NAmes,TA,158000
5,1779,1763,1779,1955,1974,2,454,1,6,TA,1,17920,Sawyer,TA,170000
5,1040,1040,1040,1962,2010,1,260,1,6,TA,0,6897,Sawyer,TA,127000
6,1026,940,1026,1978,1978,2,576,1,5,TA,0,10970,CollgCr,TA,147000
6,1481,702,702,1994,1995,2,343,2,6,TA,1,8125,Gilbert,TA,174000
7,1370,1090,1370,1976,1976,2,479,2,6,TA,1,10400,NWAmes,TA,152000
6,2654,1054,1512,1968,1984,2,619,2,9,Gd,1,11029,NWAmes,TA,250000
7,1426,912,912,1918,1998,1,216,1,7,Gd,1,7642,Crawfor,Gd,189950
6,1097,1040,1097,1984,1985,2,480,2,6,TA,0,9672,SawyerW,TA,152000
5,1148,1148,1148,1959,1959,1,672,1,6,TA,0,7931,NAmes,TA,132500
7,1372,1372,1372,2007,2008,2,529,2,6,Gd,0,8640,Somerst,Gd,250580
5,1002,1002,1002,1970,1970,2,902,1,5,TA,0,8750,NAmes,TA,148500
8,1646,1638,1646,2006,2007,3,870,2,6,Gd,1,10656,Timber,Gd,248900
5,2320,0,1547,1948,1950,2,672,2,7,TA,1,14762,Gilbert,TA,169000
7,1949,1050,1062,1993,1994,2,574,2,8,Gd,1,9938,SawyerW,Gd,236000
5,894,894,894,1962,1962,1,308,1,5,TA,0,6600,NAmes,TA,109500
6,1682,804,804,1998,1998,2,523,2,7,Gd,0,8750,CollgCr,TA,200500
5,910,105,910,1953,1996,2,414,1,5,Gd,0,8892,NAmes,Gd,116000
5,1268,832,1036,1949,1950,1,288,1,6,TA,1,12144,NAmes,Gd,133000
8,2610,1184,1184,2007,2007,2,550,2,11,Ex,1,9000,Somerst,Gd,303477
4,1040,1064,1040,1963,1963,2,648,1,5,TA,0,25286,Mitchel,TA,132250
9,2224,1462,1462,2004,2005,3,738,2,10,Ex,1,8834,NridgHt,Gd,350000
5,1155,1109,1155,1961,1995,2,576,1,6,Gd,0,11782,Sawyer,TA,148000
5,864,864,864,1978,2005,1,336,1,6,TA,0,7000,CollgCr,Gd,136500
5,1090,1090,1090,2005,2006,2,450,1,5,TA,0,7024,Edwards,TA,157000
7,1717,1156,1187,1990,1991,2,400,2,7,Gd,1,13758,Timber,Gd,187500
6,1593,808,808,1992,1993,2,389,2,7,TA,1,9636,Gilbert,TA,178000
4,2230,795,954,1912,1950,1,440,1,10,TA,0,6204,SWISU,Gd,118500
5,892,892,892,1967,1967,1,288,1,5,TA,0,7150,NAmes,TA,100000
9,1709,1698,1709,1999,2000,2,506,2,5,Gd,1,5119,Somerst,Gd,328900
5,1712,1626,1712,1959,2005,2,588,2,8,TA,0,8393,NAmes,TA,145000
5,1393,816,872,1955,1955,1,300,1,8,TA,0,16466,Edwards,TA,135500
8,2217,2217,2217,1970,1970,2,621,2,8,Gd,1,15865,NAmes,Gd,268000
6,1505,1505,1505,1953,1953,2,505,1,6,TA,1,12160,NAmes,TA,149500
5,924,672,672,1949,2006,2,576,1,6,TA,1,8064,NAmes,TA,122900
6,1683,918,918,1978,1978,2,440,2,7,TA,1,11184,Sawyer,TA,172500
6,1796,780,983,1963,1963,2,483,1,8,TA,1,7056,NAmes,TA,140000
5,2240,0,1120,1979,1979,2,528,2,12,TA,0,7018,SawyerW,TA,142953
9,2364,2330,2364,2009,2010,3,820,2,11,Ex,2,12919,NridgHt,Ex,611657
5,1236,912,1236,1961,1994,1,288,1,6,TA,1,6993,Sawyer,TA,135000
4,858,858,858,1971,1971,1,684,1,4,TA,0,7340,NAmes,TA,110000
5,1306,992,1306,1957,2000,1,756,1,5,TA,0,8712,NAmes,TA,153000
7,1509,783,807,2003,2003,2,393,2,8,Gd,1,7875,Gilbert,Gd,180000
5,902,876,902,1967,1967,1,288,1,6,TA,0,6173,Sawyer,TA,125500
5,1063,1056,1063,1954,1954,1,280,1,6,TA,0,9920,NAmes,TA,128000
8,1636,1623,1636,2006,2006,3,865,2,8,Gd,1,13501,Somerst,Gd,255000
5,2274,1105,1105,1960,1960,2,480,2,12,TA,0,11600,NAmes,TA,154300
5,1015,768,1015,1925,1950,1,450,1,6,TA,0,6120,BrkSide,TA,88000
5,2002,1001,1001,1949,1950,3,871,2,8,TA,0,6270,Crawfor,TA,145000
4,1092,546,546,1970,1970,1,286,1,6,TA,0,2001,MeadowV,TA,75000
2,480,480,480,1949,1950,1,308,0,4,TA,0,9000,IDOTRR,TA,35311
4,1229,1134,1229,1956,1956,1,284,1,6,TA,0,17140,Edwards,TA,135000
7,2127,1104,912,1991,1991,3,833,2,8,Gd,1,13125,SawyerW,Gd,238000
6,1414,1184,1414,1958,2002,2,601,1,6,TA,1,11029,NAmes,Ex,176500
5,2200,1272,1272,1900,2003,0,0,2,9,TA,0,8777,Edwards,TA,145900
6,1316,1316,1316,2005,2006,2,397,2,6,Gd,1,10237,Gilbert,Gd,169990
6,1617,1604,1617,1993,1994,2,533,2,5,Gd,1,8012,SawyerW,Gd,193000
6,1686,1686,1686,1980,1980,2,612,2,7,TA,1,10240,NWAmes,TA,207500
5,1126,1126,1126,1977,1977,2,540,2,6,Ex,0,15611,NWAmes,TA,175000
8,2374,1181,1234,2003,2004,3,656,2,10,Ex,1,11999,NridgHt,Gd,285000
7,1978,832,1098,1968,1968,2,486,2,9,TA,1,9900,NWAmes,TA,176000
8,1788,1753,1788,2001,2001,2,522,2,7,Ex,1,11838,CollgCr,Gd,236500
7,2236,964,993,1997,1997,2,642,2,8,Gd,1,13006,Gilbert,TA,222000
8,1466,1466,1466,2007,2007,3,610,2,7,Gd,0,8925,Timber,Gd,201000
5,925,925,925,1965,1965,1,429,1,5,TA,0,9100,NAmes,TA,117500
7,1500,1500,1500,2004,2004,2,570,2,6,Gd,0,8487,CollgCr,Gd,190000
7,2069,585,2069,1960,2007,2,505,2,9,Gd,1,27650,NAmes,TA,242000
4,747,600,747,1926,1953,2,528,1,5,TA,0,5825,BrkSide,TA,79900
7,1200,1176,1200,2003,2003,2,555,2,5,Gd,0,10083,SawyerW,Gd,184900
7,1971,1113,1113,2005,2005,2,689,2,8,Gd,1,9675,Somerst,Gd,253000
7,1962,1391,1391,2006,2006,3,868,2,7,Gd,0,8760,CollgCr,Gd,239799
7,2403,1032,1207,1940,1950,1,349,2,10,TA,2,24090,ClearCr,TA,244400
6,1728,1728,1728,1976,1976,2,574,2,8,TA,0,12640,Mitchel,TA,150900
7,2060,992,1022,1999,1999,2,390,2,8,Gd,1,8755,Gilbert,Gd,214000
5,1632,1632,1632,1967,1967,2,576,2,8,TA,0,25000,Mitchel,TA,143000
6,1344,819,1344,1958,1958,2,525,1,7,Gd,1,14375,Timber,TA,137500
7,1776,936,936,2002,2002,2,474,2,7,Gd,1,14006,CollgCr,Gd,192500
6,1381,1161,1381,1972,2006,2,676,1,5,Gd,1,9360,NWAmes,TA,197500
5,864,864,864,1950,2002,2,720,1,5,Gd,0,7200,NAmes,TA,129000
5,965,828,965,1965,1965,1,300,1,6,TA,0,7800,SawyerW,TA,119900
5,768,768,768,1972,2003,1,396,1,5,TA,0,7200,CollgCr,TA,133900
5,1968,784,1168,1969,1969,2,530,2,7,TA,1,11075,Mitchel,TA,172000
6,1229,561,561,1980,1980,2,462,1,5,TA,1,1300,Blueste,TA,124000
5,1057,1057,1057,1962,1962,2,576,1,6,TA,0,7420,Sawyer,TA,132000
7,1337,1337,1337,2003,2003,2,531,2,6,Gd,0,8450,CollgCr,Gd,185000
7,1416,696,696,1999,1999,2,484,2,6,Gd,0,2572,Somerst,Gd,155000
5,858,858,858,1958,2008,0,0,1,4,TA,0,7207,BrkSide,TA,116500
6,2872,1330,1542,1977,1995,2,619,2,11,TA,1,12227,NWAmes,TA,272000
6,1548,804,804,1976,1976,2,440,2,7,Gd,1,2308,NPkVill,TA,155000
9,1800,1800,1800,2007,2007,2,702,2,7,Ex,0,11923,CollgCr,Gd,239000
5,1308,728,976,1940,1950,1,256,1,7,TA,2,9600,Crawfor,Gd,160000
5,1098,1098,1098,1955,1955,1,260,1,6,TA,0,7390,NAmes,TA,135000
3,968,600,600,1910,1950,0,0,1,6,TA,0,5925,OldTown,TA,37900
6,1095,588,1095,1958,1958,1,264,1,6,TA,0,10382,NAmes,TA,140000
4,1192,720,720,1949,1950,0,0,1,6,TA,0,10800,NAmes,TA,135000
7,1626,764,764,2003,2004,2,474,2,6,Gd,0,2268,NridgHt,Gd,173000
6,918,918,918,1979,1979,1,264,2,5,TA,1,7892,SawyerW,TA,99500
7,1428,1428,1428,2007,2008,2,480,2,6,Gd,0,11639,Somerst,Gd,182000
4,869,440,869,1923,1958,0,0,1,4,Fa,0,5900,BrkSide,TA,85500
4,894,894,894,1954,1954,2,400,1,5,TA,0,9450,Edwards,TA,110000
5,1121,1121,1121,1963,1963,2,480,1,5,TA,0,8816,Sawyer,TA,139000
7,999,944,999,1961,2007,2,588,1,6,Ex,0,12122,NAmes,Ex,178400
8,2612,1225,1276,1998,1999,3,676,2,8,Gd,1,12203,NoRidge,Gd,336000
7,1266,1266,1266,2007,2007,2,388,2,6,Gd,1,3182,Blmngtn,Gd,159895
8,2290,1128,1149,2002,2002,2,779,2,9,Gd,1,11250,CollgCr,Gd,255900
5,1734,0,1302,1977,1977,2,539,2,8,Gd,0,10125,Mitchel,TA,126000
5,1164,1164,1164,1950,1950,1,240,1,5,TA,0,10880,Edwards,TA,125000
9,1940,1930,1940,2009,2010,3,606,2,8,Ex,1,10159,NridgHt,Ex,395192
6,2030,848,1118,1976,1976,2,551,2,8,Gd,1,12046,NWAmes,TA,195000
8,2392,1396,1407,1997,1998,3,870,2,7,Gd,1,9452,NoRidge,Gd,348000
8,1742,916,916,1882,1986,2,424,1,8,Gd,1,17671,OldTown,Gd,168000
10,1718,1700,1718,2006,2007,3,786,2,7,Ex,1,12456,NridgHt,Ex,337500
4,1230,747,774,1946,1950,1,305,1,5,TA,0,4712,BrkSide,TA,121600
7,1208,1187,1208,2006,2006,2,632,2,6,Gd,0,6762,CollgCr,Gd,206000
3,944,0,944,1952,1952,2,528,1,4,Fa,0,10206,Edwards,TA,82000
5,691,691,691,1920,1950,1,216,1,4,Ex,0,5400,OldTown,TA,86000
5,1680,1680,1680,1976,1976,2,528,2,8,TA,0,11500,NWAmes,TA,136905
7,1504,1346,1504,2005,2006,2,457,2,7,Gd,1,3182,Blmngtn,Gd,181000
5,985,985,985,1977,1977,1,328,2,6,TA,0,8385,CollgCr,Gd,149900
6,1657,1657,1657,1970,1970,2,484,2,7,TA,1,12155,NAmes,TA,163500
4,1092,546,546,1970,1970,1,286,1,6,TA,0,2217,MeadowV,TA,88000
7,1710,1710,1710,2004,2005,2,550,2,7,Gd,1,12118,Mitchel,Gd,240000
5,1522,1008,1008,1926,1950,0,0,2,7,TA,0,6000,SWISU,TA,102000
5,1271,720,720,1948,1950,1,312,2,7,TA,1,21286,Sawyer,TA,135000
5,1664,0,1664,1965,1965,0,0,2,8,TA,0,9825,Edwards,TA,100000
6,1502,602,900,1923,1996,1,180,1,7,Gd,2,10592,Crawfor,TA,165000
5,1022,1022,1022,1910,2006,1,280,1,4,TA,0,7200,OldTown,TA,85000
6,1082,1082,1082,1948,1950,1,240,1,5,TA,1,11664,NAmes,TA,119200
8,1665,810,810,2001,2001,2,528,2,6,Gd,0,8400,NWAmes,Gd,227000
7,1504,1504,1504,1996,1996,2,478,2,6,Gd,1,11883,CollgCr,Gd,203000
8,1360,1220,1360,1984,1984,2,565,1,4,Gd,1,5814,StoneBr,Gd,187500
7,1472,384,802,1991,1992,2,402,2,7,Gd,1,10784,Gilbert,Gd,160000
7,1506,1362,1506,2005,2005,2,440,2,6,Gd,1,3013,Blmngtn,Gd,213490
7,1220,1199,1220,2006,2006,2,632,2,6,Gd,0,7406,CollgCr,Gd,194000
5,1248,912,912,1930,1950,1,160,1,6,TA,0,9439,OldTown,TA,87000
7,1504,1346,1504,2005,2006,2,437,2,7,Gd,1,3182,Blmngtn,Gd,191000
5,882,882,882,1972,1972,2,461,1,5,TA,0,7700,CollgCr,TA,112500
5,1264,1268,1264,1960,1960,2,461,1,6,TA,2,9300,NAmes,TA,167500
8,1646,1638,1646,2007,2008,3,800,2,7,Gd,1,9520,Timber,Gd,293077
5,1376,768,968,1941,1950,1,240,1,6,TA,1,9492,NAmes,TA,105000
5,1928,686,948,1916,1995,0,0,2,10,TA,0,7082,SWISU,TA,160000
7,3082,824,1687,1920,1970,2,672,2,12,TA,2,15863,SWISU,TA,197000
8,2520,1338,1352,1993,1993,3,796,2,10,Gd,1,14541,NoRidge,Gd,310000
7,1654,1654,1654,2002,2002,3,900,2,6,Gd,0,8125,CollgCr,Gd,230000
5,954,920,954,1938,1950,1,240,1,5,Fa,1,6305,Crawfor,TA,119750
4,845,0,845,1957,1957,1,290,1,5,TA,0,11500,Edwards,TA,84000
8,2263,1055,1055,2001,2002,2,905,2,7,Gd,1,9240,CollgCr,Gd,287000
4,1344,546,798,1970,2008,0,0,1,6,TA,1,1533,MeadowV,TA,97000
4,630,630,630,1970,1970,1,286,1,3,TA,0,1477,MeadowV,TA,80000
5,1803,1134,1803,1957,2000,2,484,2,8,TA,1,13125,Sawyer,TA,155000
6,1632,800,800,1966,2000,2,484,1,7,Gd,0,9130,NWAmes,TA,173000
7,2329,1475,1532,1990,1990,2,514,2,10,Gd,1,11839,SawyerW,TA,262280
8,2524,2524,2524,1981,1981,2,542,2,9,Gd,1,9600,NWAmes,Gd,278000
3,1733,0,1733,1955,1955,2,452,2,8,TA,1,13680,Edwards,TA,139600
5,990,990,990,1994,1995,2,672,1,5,TA,0,9245,CollgCr,TA,145000
4,930,0,930,1946,2006,1,308,1,6,Gd,0,11100,Edwards,TA,84900
7,1316,1316,1316,2007,2007,2,440,2,6,Gd,1,11175,CollgCr,Gd,200141
6,1977,816,1127,1964,1978,2,540,1,9,TA,1,9500,NAmes,TA,165000
8,1989,1065,1091,2002,2002,2,586,2,7,Gd,1,11367,CollgCr,Gd,255000
6,1523,1193,1523,1976,1976,2,478,2,7,TA,1,11361,NWAmes,TA,180000
7,1364,1364,1364,2005,2005,2,484,2,6,Gd,1,7052,NridgHt,Gd,185850
7,1850,973,979,1994,1994,2,467,2,7,Gd,1,29959,NoRidge,Gd,248000
9,2184,1104,1130,2008,2008,3,836,2,10,Ex,1,11308,NridgHt,Ex,335000
6,1991,854,1096,1932,1950,2,432,1,7,TA,1,11275,Crawfor,TA,220000
8,1338,1338,1338,2001,2001,2,582,2,6,Gd,0,4920,StoneBr,Gd,213500
6,1103,1103,1103,1925,1980,2,440,1,5,Gd,1,6000,OldTown,TA,110500
7,2260,1306,1306,1996,1997,2,533,2,7,Gd,0,14000,ClearCr,Gd,328000
6,1611,780,798,1964,1964,2,442,1,7,TA,0,9760,NAmes,TA,167900
6,2521,942,1291,1973,1973,2,576,2,10,TA,1,3964,MeadowV,TA,151400
5,893,845,893,1949,2003,2,576,1,4,Gd,0,9600,NAmes,TA,135000
5,1048,1048,1048,1956,1956,1,286,1,6,TA,0,10152,NAmes,TA,135000
6,1556,727,829,1968,1968,2,441,1,8,TA,0,11700,NWAmes,TA,154000
6,1426,690,698,1977,1977,2,440,1,6,TA,0,7950,Edwards,TA,159500
7,1240,1240,1240,2006,2006,3,826,2,5,Gd,0,8556,CollgCr,Gd,194000
7,1740,800,960,1940,1984,1,240,1,6,TA,2,13125,Crawfor,TA,219500
5,1466,796,1096,1936,1989,2,566,2,7,Gd,1,10800,OldTown,TA,170000
5,1096,1096,1096,1969,1969,1,299,1,6,TA,0,15870,NAmes,TA,138800
5,990,990,990,1994,1994,1,299,1,5,TA,0,8775,CollgCr,TA,126000
6,1258,1258,1258,1971,2004,2,528,2,5,Gd,0,11040,NWAmes,Gd,145000
5,1040,1040,1040,1963,1963,1,308,1,5,TA,0,7500,Sawyer,TA,133000
7,1459,1459,1459,2002,2002,2,527,2,6,Gd,1,8749,CollgCr,Gd,192000
6,1251,1251,1251,1964,1964,1,461,1,6,TA,2,8800,NAmes,TA,160000
6,1498,691,691,1995,1996,2,409,2,6,TA,1,13031,Gilbert,TA,187500
6,996,936,996,1992,1992,2,564,1,5,Gd,0,9069,SawyerW,TA,147000
4,1092,546,546,1973,1973,1,286,1,6,TA,0,1974,MeadowV,TA,83500
8,1953,1082,1082,2005,2006,3,1043,2,9,Gd,1,10574,Somerst,Gd,252000
8,1247,1247,1247,2005,2005,2,550,1,4,Gd,1,3316,Somerst,Gd,197000
3,1040,0,1040,1950,1950,2,400,2,6,TA,0,8544,NAmes,TA,92900
7,1252,600,624,1999,2000,2,462,2,4,Gd,0,2160,Somerst,Gd,160000
