OverallQual,GrLivArea,TotalBsmtSF,1stFlrSF,YearBuilt,YearRemodAdd,GarageCars,GarageArea,FullBath,TotRmsAbvGrd,KitchenQual,Fireplaces,LotArea,Neighborhood,ExterQual,SalePrice
5,936,936,936,1956,2000,1,308,1,4,TA,0,5868,NAmes,TA,129000
6,1355,684,773,1914,2006,0,0,1,7,Gd,0,6882,IDOTRR,TA,127000
8,1088,1074,1088,1986,1986,2,461,1,5,Gd,0,3696,StoneBr,Gd,170000
2,438,290,438,1920,1950,1,246,1,3,Fa,0,8400,SWISU,TA,60000
5,1134,1010,1134,1960,2002,1,254,1,6,TA,0,7000,NAmes,TA,135000
5,1302,630,630,1970,1970,2,440,2,6,TA,0,2016,BrDale,TA,106000
8,2622,1463,1500,1994,1995,2,712,2,9,Gd,2,12256,NoRidge,Gd,325000
7,1442,910,1442,1990,1991,2,719,2,6,Gd,1,10357,SawyerW,Gd,179900
6,1690,924,948,2000,2000,2,463,2,7,TA,1,8063,Gilbert,TA,181000
8,1836,1836,1836,2004,2005,3,862,2,7,Gd,1,11362,NridgHt,Gd,280000
6,1658,773,773,1995,1996,2,431,2,8,TA,1,8000,Gilbert,TA,188000
7,1964,803,1098,1976,1976,2,483,2,8,TA,1,10480,NWAmes,TA,205000
5,816,816,816,1957,1957,1,308,1,5,TA,0,7100,NAmes,TA,129900
5,1008,1008,1008,1953,2006,1,240,1,6,Gd,0,8923,NAmes,TA,134500
5,833,833,833,1954,2000,1,326,1,4,Gd,0,5400,OldTown,TA,117000
8,1419,408,779,2002,2002,2,527,2,7,Gd,1,7750,Gilbert,Gd,184100
5,894,894,894,1967,2003,2,450,1,5,Gd,0,9764,Sawyer,TA,130000
5,1601,533,1021,1958,1987,1,300,1,6,TA,0,13825,Sawyer,TA,140000
5,1040,1040,1040,1959,1959,1,286,1,6,TA,0,7560,NAmes,TA,133700
6,1012,1012,1012,1920,1950,1,308,1,6,TA,1,8263,IDOTRR,TA,118400
7,1552,1552,1552,2005,2006,3,782,2,7,Gd,0,10084,CollgCr,Gd,212900
5,698,698,698,1947,2008,0,0,1,4,TA,0,9405,Edwards,TA,118000
4,1005,1005,1005,1955,1955,2,672,1,5,Fa,1,10434,NAmes,TA,115000
7,1555,1373,1555,2007,2007,3,660,2,7,Gd,1,3684,Blmngtn,Gd,174000
7,1530,1530,1530,2004,2004,3,630,2,7,Gd,1,14572,Gilbert,Gd,259000
7,1959,847,847,2004,2005,2,434,2,8,Gd,1,11796,Gilbert,Gd,215000
5,936,936,936,1980,1980,2,672,1,4,TA,0,7200,OldTown,TA,140000
4,1981,1122,1328,1928,1950,2,576,2,7,Gd,2,7804,SWISU,TA,135000
5,974,974,974,1991,1992,0,0,1,5,TA,0,10712,Mitchel,TA,93500
6,2210,1008,1178,1880,1950,1,205,2,8,Fa,0,9900,OldTown,TA,117500
8,2020,1128,1142,1995,1995,2,466,2,8,Gd,1,9828,SawyerW,Gd,239500
6,1600,916,916,1997,1997,2,460,2,7,TA,1,8773,Gilbert,TA,169000
6,986,960,986,1926,1950,1,180,1,5,TA,1,6180,BrkSide,TA,102000
6,1252,1032,1032,1950,1950,1,288,1,6,TA,0,9600,NAmes,TA,119000
5,1020,780,780,1875,1996,0,0,1,6,TA,0,6342,Sawyer,TA,94000
5,1167,915,1167,1920,1950,2,495,1,6,TA,1,8731,BrkSide,TA,144000
5,952,952,952,1951,1951,2,840,1,4,TA,0,7350,NAmes,TA,139000
5,1868,780,1088,1976,1976,2,484,2,9,Gd,1,10304,NWAmes,TA,197500
5,1006,1006,1006,1959,1959,0,0,1,5,TA,0,9000,Sawyer,TA,80000
4,924,672,672,1941,1950,1,280,1,5,Fa,0,12180,Edwards,TA,80000
5,1576,1042,1042,1928,1950,1,225,1,8,TA,1,6240,BrkSide,TA,149000
7,1564,704,860,1941,1950,1,234,1,7,Fa,1,12000,Crawfor,TA,174500
7,1111,572,572,1926,1950,1,288,1,5,TA,1,5700,OldTown,TA,116900
7,1482,650,832,1920,1988,2,324,1,7,TA,0,9000,OldTown,TA,143000
6,932,932,932,1950,1950,1,306,1,4,Gd,1,8280,NAmes,TA,124000
6,1811,1073,1811,1956,2004,2,470,1,6,Ex,1,14115,Crawfor,TA,230000
7,1820,864,902,1965,1988,2,492,1,8,Gd,2,13700,NAmes,TA,201800
5,1437,1437,1437,1976,2004,2,528,2,6,Gd,1,10768,Veenker,Gd,218000
5,1265,1219,1265,1965,1999,2,502,2,6,Gd,1,9350,NAmes,TA,179900
7,1314,1314,1314,2007,2008,2,626,2,6,Gd,1,5001,NridgHt,Gd,230000
8,1580,1580,1580,2007,2008,3,830,2,7,Gd,0,11932,Somerst,Gd,235128
6,1876,901,943,1974,1974,2,540,2,8,Gd,1,9120,NWAmes,Gd,185000
6,1640,1296,1640,1954,2006,2,924,1,7,Gd,1,14778,Crawfor,Gd,224000
5,894,894,894,1968,1968,2,450,1,5,TA,1,8724,Sawyer,TA,129000
4,1258,1198,1258,1969,1969,2,400,0,6,TA,0,12900,Sawyer,TA,108959
5,1432,1360,1432,1978,1978,2,588,1,5,Gd,1,16157,Veenker,TA,194000
8,1694,1694,1694,2008,2008,3,776,2,7,Gd,0,10475,CollgCr,Gd,245350
6,1671,959,959,2000,2000,2,472,2,7,TA,1,10852,Gilbert,TA,173000
10,3627,1930,1831,1995,1996,3,807,3,10,Gd,1,35760,NoRidge,Gd,625000
6,1118,1096,1118,1977,1977,1,358,1,6,TA,1,9880,Mitchel,TA,171000
6,1261,1261,1261,1958,1958,2,433,1,6,TA,1,9120,NAmes,TA,163000
7,1250,625,625,2006,2007,2,625,2,5,Gd,0,4017,Somerst,Gd,171900
5,3086,1598,1636,1946,1994,0,0,3,12,Ex,1,18030,ClearCr,TA,200500
6,2345,952,1170,1932,1950,2,360,2,9,TA,1,16560,Crawfor,TA,239000
8,2872,1683,2129,1992,2000,2,541,2,9,Gd,1,10678,NoRidge,Gd,285000
5,923,876,923,1984,1985,1,264,1,5,TA,0,6951,Mitchel,TA,119500
6,1224,818,818,1926,2004,1,210,1,5,TA,0,3950,OldTown,TA,115000
5,1343,731,820,1921,1950,1,186,1,7,TA,1,7681,Crawfor,TA,154900
5,1124,0,1124,1954,1954,0,0,1,5,TA,1,8335,Edwards,TA,93000
7,2514,1216,1298,1990,1991,2,693,2,8,TA,0,11170,Timber,TA,250000
5,1130,1120,1130,1920,1950,2,720,1,5,TA,1,10800,OldTown,TA,120000
5,1221,784,949,1924,1950,1,392,1,7,TA,0,9738,Edwards,TA,104900
3,1699,978,1014,1900,1970,2,420,2,7,TA,0,10615,OldTown,TA,95000
8,1624,1624,1624,1994,1995,3,757,2,5,Gd,1,12461,NoRidge,Gd,262000
7,1660,831,831,2002,2002,2,493,2,7,Gd,0,8935,CollgCr,Gd,195000
7,1804,994,1028,1999,1999,2,442,2,7,Gd,1,7500,Gilbert,TA,189000
8,1441,776,764,1999,2000,2,492,2,5,Gd,0,2645,Somerst,Gd,174000
5,1472,702,842,1925,1994,1,250,1,6,Gd,0,9600,OldTown,TA,125000
6,1224,1224,1224,1999,1999,2,402,2,5,TA,0,4500,Mitchel,TA,165000
6,1352,663,663,1969,1969,1,299,1,7,TA,0,9364,Sawyer,TA,158000
6,1456,728,728,2005,2005,2,400,2,8,Gd,0,8029,Gilbert,TA,176000
7,1863,879,879,2006,2006,3,660,2,9,Gd,1,14054,Gilbert,Gd,219210
7,1690,815,815,1916,1950,1,225,1,7,TA,1,8850,OldTown,TA,144000
7,1212,1212,1212,2001,2001,2,573,2,6,Gd,0,9100,CollgCr,Gd,178000
4,1382,1051,1382,1963,1979,2,459,1,6,TA,1,11235,Sawyer,TA,148000
4,864,864,864,1970,1970,1,280,1,5,TA,0,9353,NAmes,TA,116050
7,1779,866,866,1998,1998,2,546,2,6,Gd,0,10400,CollgCr,TA,197900
5,1348,884,884,1925,1997,1,216,1,5,TA,1,6000,BrkSide,TA,117000
7,1630,1630,1630,2000,2001,2,451,2,6,Gd,1,9750,CollgCr,Gd,213000
5,1074,1056,1074,1975,1975,2,495,1,6,TA,0,10140,NWAmes,TA,153500
7,2196,2158,2196,1990,1991,3,701,2,7,Gd,1,14684,SawyerW,Gd,271900
4,1056,1056,1056,1966,1966,1,384,1,5,TA,0,8900,SawyerW,TA,107000
6,1700,1682,1700,2003,2003,2,544,2,7,Gd,0,9135,CollgCr,Gd,200000
6,1845,1055,1055,1992,1992,2,462,2,8,Gd,1,11218,SawyerW,Gd,189000
8,1752,559,1080,1988,2005,2,492,2,8,TA,0,12134,Gilbert,Gd,164000
4,960,648,960,1965,2001,1,364,0,3,TA,0,10246,Sawyer,TA,145000
5,999,925,999,1962,1962,1,300,1,6,TA,0,10205,NAmes,TA,134500
5,894,894,894,1966,1966,1,384,1,5,TA,0,7094,Sawyer,TA,125000
6,1902,0,1318,1978,1978,2,539,2,8,TA,0,8930,Sawyer,TA,112000
4,912,0,672,1947,1950,0,0,1,3,TA,0,6240,BrkSide,TA,80500
6,1218,672,672,1971,1971,0,0,1,7,TA,0,1680,BrDale,TA,91500
5,912,912,912,1964,1964,1,288,1,5,TA,0,7800,NAmes,TA,115000
5,1211,952,1211,1968,1968,1,322,1,5,TA,1,8250,Sawyer,TA,134000
6,1846,1040,1168,1949,1950,1,315,2,7,TA,1,10496,NAmes,TA,143000
5,2136,2136,2136,1951,1951,2,528,2,7,TA,0,10680,NAmes,TA,137900
6,1933,894,894,2007,2007,3,668,2,9,Gd,1,14598,Somerst,Gd,214000
5,912,912,912,1965,2008,2,576,1,5,Gd,0,8872,NAmes,TA,147000
9,1702,1702,1702,2008,2008,3,1052,1,7,Ex,1,8769,NridgHt,Ex,367294
5,1507,1075,1507,1960,1960,1,404,2,7,TA,0,7910,NAmes,TA,127000
5,2620,1361,1361,1977,1977,2,600,2,12,TA,1,18890,Sawyer,TA,190000
5,1190,1106,1190,1962,1962,2,540,1,6,TA,0,7728,NAmes,TA,132500
4,1224,0,1224,1962,1962,2,462,2,6,TA,0,9842,NAmes,TA,101800
5,1188,1188,1188,1959,1959,2,531,1,6,TA,0,12160,NAmes,TA,142000
5,1964,940,1024,1911,1950,0,0,1,7,TA,0,8525,SWISU,TA,130000
5,1784,747,892,1914,1950,1,180,1,9,TA,0,13132,Crawfor,TA,138887
7,1626,764,764,2003,2003,2,474,2,6,Gd,0,2628,NridgHt,Gd,175500
7,1948,847,847,2004,2005,2,434,2,8,Gd,1,12393,CollgCr,Gd,195000
6,1141,1141,1141,2005,2005,2,484,1,6,TA,0,13072,SawyerW,Gd,142500
8,1484,1476,1484,2006,2006,2,472,2,6,Ex,1,9037,Timber,Gd,265900
7,1689,1689,1689,2007,2007,3,954,2,7,Gd,0,9849,Somerst,Gd,248328
7,1173,1053,1173,1974,1974,2,528,2,6,Gd,2,10625,NWAmes,TA,170000
10,2076,2076,2076,2006,2006,3,850,2,7,Ex,1,13891,NridgHt,Ex,465000
8,1517,792,792,1929,1950,2,400,1,7,Gd,2,11435,Crawfor,TA,230000
6,1868,585,1140,1984,2003,2,477,3,7,TA,1,12090,NWAmes,TA,178000
7,1553,756,756,2005,2006,2,615,2,6,Gd,0,8125,Somerst,Gd,186500
6,1034,1012,1034,1976,1976,3,888,1,6,TA,0,12328,Mitchel,TA,169900
6,2058,735,1134,1917,1950,2,396,1,8,TA,1,9600,OldTown,TA,129500
5,988,876,988,1950,1950,1,276,1,6,TA,0,7200,NAmes,TA,119000
7,2110,2110,2110,1968,1968,2,522,2,8,Ex,2,11160,NAmes,Gd,244000
7,1405,1405,1405,2003,2003,2,478,2,6,Gd,1,3136,NridgHt,Gd,171750
6,1367,884,959,1931,1950,1,560,1,6,TA,1,6240,BrkSide,TA,127500
8,1987,1986,1987,1994,1994,2,691,2,7,Gd,1,14303,NoRidge,Gd,301500
5,864,864,864,1922,1950,0,0,1,4,TA,0,4060,Edwards,TA,99900
6,1054,1054,1054,1969,1969,2,460,1,6,TA,0,9750,NAmes,TA,151000
6,1675,841,892,1999,1999,2,502,2,7,TA,1,24682,Gilbert,TA,181000
5,1050,1050,1050,1956,1956,1,338,1,5,TA,0,9600,NAmes,TA,128900
4,1788,1104,1104,1957,1989,1,304,1,8,TA,2,11250,ClearCr,TA,161500
6,1337,1405,1337,1998,1999,2,511,2,5,Gd,0,4060,NAmes,Gd,181000
7,1889,925,964,1910,1950,1,308,1,9,TA,1,10120,OldTown,Fa,122000
9,2018,2002,2018,2008,2009,3,746,2,10,Ex,1,13214,Timber,Ex,378500
8,3447,728,1968,1935,1997,3,1014,3,11,Gd,2,14100,Crawfor,TA,381000
5,1524,874,874,1958,1958,1,315,1,7,TA,0,11344,NAmes,TA,144000
7,1524,1332,1332,1979,1979,2,586,0,4,Gd,1,23595,ClearCr,Gd,260000
6,1489,1489,1489,1968,1968,2,462,2,7,Gd,1,9156,NWAmes,TA,185750
5,935,935,935,1965,1965,1,288,1,5,TA,0,13526,Sawyer,TA,137000
6,1357,1019,1357,1959,2006,1,312,1,5,Ex,1,11512,Edwards,TA,177000
5,1250,661,661,1910,2003,2,552,2,8,TA,1,5362,Crawfor,TA,139000
5,1920,928,928,1948,1950,2,400,2,10,TA,0,11345,NAmes,TA,137000
8,2031,1128,1128,2002,2002,2,577,2,7,Gd,1,9473,CollgCr,Gd,237000
4,1128,698,698,1920,1950,2,528,1,6,TA,0,7500,IDOTRR,TA,68400
7,1573,1573,1573,2002,2002,2,544,2,6,Gd,0,9808,CollgCr,Gd,227000
7,1339,1309,1339,1990,1990,2,484,2,6,TA,1,8049,Timber,TA,180000
5,1040,1040,1040,1977,2008,2,484,2,5,Gd,0,8800,CollgCr,TA,150500
6,1824,912,912,1971,1971,0,0,2,8,TA,0,9400,Mitchel,TA,139000
6,1412,780,825,1939,1950,1,280,1,6,TA,1,6000,BrkSide,TA,132500
6,1328,1328,1328,1963,1963,2,528,1,6,TA,2,9790,NWAmes,TA,143000
5,1582,1624,1582,1964,1964,2,390,2,7,TA,0,36500,ClearCr,TA,190000
8,1659,1501,1659,2000,2000,2,499,2,5,Ex,1,5664,StoneBr,Gd,278000
5,1152,1152,1152,1964,1964,2,484,1,6,TA,1,14112,NAmes,TA,180500
5,1302,630,630,1972,1972,1,264,2,6,TA,0,1680,BrDale,TA,119500
5,2372,994,1378,1892,1965,1,432,2,11,TA,0,6600,OldTown,TA,107500
5,1052,1052,1052,1968,1968,1,288,1,5,TA,0,8400,NAmes,TA,138500
5,1128,1120,1128,1963,1963,2,525,2,6,TA,0,8700,NAmes,TA,155000
6,1072,547,1072,2005,2006,2,525,2,5,TA,0,3675,Edwards,TA,140000
10,5642,6110,4692,2008,2008,2,1418,2,12,Ex,3,63887,Edwards,Ex,160000
7,1983,978,1005,1999,1999,2,490,2,9,Gd,1,10762,Gilbert,Gd,225000
6,1494,771,753,1942,1950,1,213,1,7,Gd,2,7500,Crawfor,TA,177500
8,2526,1165,1203,1994,1994,3,844,2,8,Gd,1,10120,NoRidge,Gd,290000
7,1616,1616,1616,2005,2005,3,834,2,7,Gd,0,8688,Somerst,Gd,232000
7,1708,976,976,2004,2004,2,380,2,7,Gd,0,3363,Edwards,Gd,130000
9,1652,1652,1652,2006,2007,2,840,2,6,Ex,2,13173,NridgHt,Gd,325000
7,1368,1368,1368,2005,2006,2,474,2,6,Gd,1,6955,NridgHt,Gd,202500
5,1122,924,1122,1948,2005,2,528,1,6,Gd,0,12000,OldTown,TA,147000
6,1294,1278,1294,1991,1991,2,496,2,6,Gd,0,7153,SawyerW,TA,179200
7,1902,1902,1902,1959,2002,2,567,2,7,Ex,2,17500,Crawfor,Gd,335000
7,1274,1274,1274,2005,2007,2,508,2,6,Gd,0,8814,CollgCr,Gd,203000
9,2599,1393,1422,1999,1999,3,779,2,10,Gd,1,14774,NoRidge,Gd,333168
4,948,948,948,1954,1954,1,280,1,5,TA,1,8190,Edwards,TA,119000
6,2112,952,1092,1969,1969,2,576,2,9,TA,2,11075,NAmes,TA,206900
8,1630,1622,1630,2008,2008,3,860,2,8,Ex,1,10226,CollgCr,Gd,295493
7,1352,1352,1352,2006,2007,2,466,2,5,Gd,1,4230,Somerst,Gd,208900
8,1787,1753,1787,2001,2002,3,748,2,7,Gd,1,14781,CollgCr,Gd,275000
4,948,864,948,1954,1954,1,248,1,5,TA,0,10215,Edwards,TA,111000
6,1478,1478,1478,1957,1957,2,442,1,6,TA,2,8400,NAmes,TA,156500
3,720,0,720,1949,1950,1,287,1,4,TA,0,6627,BrkSide,TA,72500
4,708,420,708,1940,1950,0,0,1,5,Fa,0,5330,BrkSide,Fa,82500
8,1795,1795,1795,2006,2007,3,895,2,7,Gd,1,9986,Somerst,Gd,147000
4,796,796,796,1922,1950,0,0,1,5,TA,0,3636,IDOTRR,TA,55000
3,774,544,774,1931,2006,0,0,1,6,Gd,0,4270,Edwards,TA,79000
5,816,816,816,1982,2008,1,264,1,5,Gd,1,6600,Mitchel,Gd,130500
6,2792,1510,1584,1920,1950,2,520,2,8,TA,2,10440,OldTown,Gd,256000
8,1588,1588,1588,2006,2006,3,825,2,7,Gd,1,10000,Somerst,Gd,227000
4,816,816,816,1938,1958,1,288,1,3,TA,1,8877,Edwards,TA,100000
5,1365,765,765,1970,1970,2,440,1,7,TA,0,2368,BrDale,TA,125000
6,1334,1350,1334,1977,1977,2,630,2,6,TA,1,9650,NWAmes,TA,167900
4,693,693,693,1941,1950,0,0,1,4,Fa,0,4118,OldTown,TA,52500
7,1861,916,920,2002,2002,2,492,2,8,Gd,0,13450,CollgCr,Gd,200000
5,864,864,864,1972,1972,1,288,1,5,TA,0,9560,CollgCr,TA,128500
4,872,858,872,1971,1971,4,480,1,5,TA,0,8294,NAmes,TA,123000
6,1114,1114,1114,2003,2004,2,576,1,6,Gd,0,13695,SawyerW,TA,155000
6,1913,896,1172,1928,1950,2,342,1,9,TA,1,7558,Crawfor,TA,177000
7,1456,728,728,2006,2006,2,440,2,8,Gd,1,11103,CollgCr,Gd,155835
4,960,960,960,1920,1950,1,308,1,5,Fa,0,6000,OldTown,TA,108500
7,2156,1568,2156,1968,2003,2,508,2,9,TA,1,20781,NWAmes,TA,262500
7,1494,1482,1494,1998,1998,2,514,2,5,Gd,1,16196,SawyerW,Gd,215000
8,2358,684,938,1872,1987,0,0,2,8,TA,0,5250,OldTown,TA,122000
5,2634,1248,1338,1969,1969,4,968,2,12,TA,0,11643,NAmes,TA,200000
6,1176,698,786,1937,2000,2,624,1,4,TA,0,6000,BrkSide,Gd,134900
8,3238,2033,2053,1995,1996,3,666,2,9,Gd,1,14720,NoRidge,Gd,410000
7,1865,992,992,2000,2000,3,839,2,7,Gd,1,10316,CollgCr,Gd,235000
7,1920,570,1222,1968,1992,2,487,3,8,Gd,1,10192,NWAmes,TA,170000
5,892,864,892,1966,1966,1,264,1,5,TA,0,9477,NAmes,TA,110000
5,1078,1078,1078,1971,2008,2,500,1,6,TA,1,12537,NAmes,TA,149900
6,1573,756,769,2000,2000,2,440,2,5,Gd,0,2117,Somerst,Gd,177500
7,1530,1530,1530,2005,2005,2,430,2,7,Gd,1,16158,StoneBr,Gd,260000
4,1738,715,1281,1920,2007,1,368,2,7,TA,1,12513,NAmes,TA,104900
6,1412,616,616,2006,2007,2,432,2,6,Gd,1,8499,Gilbert,TA,156932
7,1200,600,520,2005,2005,2,480,2,4,Gd,0,3180,Somerst,Gd,144152
7,1790,873,882,1999,1999,2,588,2,7,Gd,0,9179,CollgCr,Gd,193000
6,848,848,848,2003,2004,2,420,1,4,Gd,0,4435,CollgCr,Gd,144000
8,1668,1657,1668,2003,2003,2,502,2,8,Gd,1,10635,CollgCr,Gd,232000
4,1374,840,840,1920,1950,1,338,1,6,TA,0,5400,OldTown,Fa,105000
6,1661,992,1661,1955,1996,1,377,1,8,Gd,1,9600,NAmes,TA,165500
7,2097,1108,1108,1998,1998,2,583,2,8,Gd,1,9750,CollgCr,TA,274300
10,2633,2633,2633,2001,2002,3,804,2,8,Ex,2,11400,NoRidge,Ex,466500
7,1958,1026,1026,2005,2005,3,936,2,9,Gd,1,10625,Somerst,Gd,250000
6,790,768,790,1930,1950,1,160,1,4,TA,0,6292,SWISU,TA,91000
5,1604,984,984,1941,1960,2,660,2,6,TA,0,10998,Edwards,TA,117000
6,987,483,483,1973,1973,1,264,1,5,TA,0,1953,BrDale,TA,83000
5,1394,384,754,2006,2007,2,400,2,7,Gd,0,9735,Timber,TA,167500
3,864,864,864,1914,1950,1,200,1,5,TA,0,8212,Edwards,TA,58500
6,2117,1205,2117,1970,1970,2,550,2,7,TA,2,12925,NAmes,TA,237500
6,1258,560,698,1939,1950,1,280,1,6,TA,0,9060,Edwards,TA,105000
7,2784,1392,1392,1978,1978,2,564,3,12,Gd,2,16692,NWAmes,TA,250000
6,2526,714,1664,1916,1950,1,216,2,10,Gd,1,8520,OldTown,TA,136000
9,1746,1746,1746,2006,2007,3,758,2,7,Ex,2,14892,Gilbert,Ex,377500
6,1218,735,869,1941,1950,2,440,1,6,TA,1,6000,BrkSide,TA,131000
7,1525,1525,1525,2000,2000,2,541,2,6,Gd,0,9100,CollgCr,Gd,235000
5,1584,1584,1584,1967,1967,3,792,2,8,TA,0,8944,NAmes,TA,124000
5,900,864,900,1967,1967,1,288,1,6,TA,1,7838,NAmes,TA,123000
6,1912,482,1221,1905,2000,2,672,2,7,TA,1,10800,OldTown,TA,163000
7,1500,1356,1500,2006,2006,3,648,2,6,Gd,1,4045,Blmngtn,Gd,246578
8,2482,1094,1133,2005,2006,3,642,2,9,Gd,1,12665,Timber,Gd,281213
5,1687,747,1687,1948,1950,2,572,1,7,TA,2,57200,Timber,TA,160000
5,1513,939,939,1920,2004,1,180,1,8,TA,0,6120,BrkSide,TA,137500
5,1904,1208,1136,1950,1982,1,240,1,7,TA,0,7200,NAmes,TA,138000
6,1608,976,1160,1925,1990,1,216,2,7,Gd,1,6171,SWISU,TA,137450
6,1158,862,950,1929,1950,1,208,1,5,TA,1,6000,BrkSide,TA,120000
6,1593,839,864,2004,2004,2,398,2,8,TA,1,7415,Gilbert,TA,193000
7,1294,1286,1294,2006,2006,2,662,2,6,Gd,1,6762,CollgCr,Gd,193879
8,1464,1485,1464,2007,2007,3,754,2,6,Gd,0,15256,Somerst,Gd,282922
5,768,768,768,1972,2007,2,396,1,5,TA,0,8445,CollgCr,TA,133000
5,833,833,833,1985,1985,0,0,1,5,TA,0,8780,Mitchel,TA,112000
4,1363,622,741,1910,1950,2,528,1,6,TA,0,7740,OldTown,TA,125500
7,2093,791,1236,1986,1991,2,542,2,7,TA,1,20544,NWAmes,TA,215000
7,1840,944,944,2001,2001,2,622,2,6,Gd,0,12420,CollgCr,Gd,230000
6,1668,856,1112,1950,2005,1,271,1,6,TA,0,9600,NAmes,TA,140000
4,1040,0,1040,1949,1950,2,420,2,6,TA,0,7200,NAmes,TA,90000
8,1844,1844,1844,2005,2006,2,620,2,7,Gd,1,10994,SawyerW,Gd,257000
6,1848,833,1053,1923,2000,2,370,1,8,Gd,1,13053,BrkSide,TA,207000
7,1569,1386,1569,2007,2007,3,660,2,7,Gd,1,3635,Blmngtn,Gd,175900
8,2450,1284,1310,1998,1998,3,1069,2,7,Gd,1,16545,NoRidge,Gd,340000
6,1844,1844,1844,1969,1969,2,540,2,7,Gd,1,16381,Crawfor,Gd,223000
6,1416,708,708,1968,1968,2,776,2,7,TA,1,11700,NWAmes,TA,179900
6,1069,1069,1069,1977,1977,2,440,2,4,TA,1,4043,NPkVill,TA,127500
6,848,848,848,2003,2003,2,420,1,3,Gd,0,4435,CollgCr,Gd,136500
6,2201,697,1575,1966,1966,2,432,2,8,Gd,1,19690,Edwards,Gd,274970
5,1344,1024,1344,1958,1983,1,484,1,6,TA,1,9503,NAmes,TA,144000
6,1252,1252,1252,1959,1959,2,528,1,7,Gd,0,10721,NAmes,Gd,142000
7,2127,1223,1223,1994,1994,2,525,2,5,Gd,2,10944,NoRidge,Gd,271000
5,1558,913,1048,1945,1950,1,288,1,6,TA,1,10930,NAmes,TA,140000
5,804,788,804,1940,1992,1,240,1,4,Gd,2,7200,OldTown,TA,119000
6,1440,1440,1440,1981,1981,2,467,2,7,Gd,1,12546,NWAmes,Gd,182900
5,1838,732,734,2005,2005,2,372,2,7,TA,1,21930,Gilbert,Gd,192140
6,958,958,958,1976,1976,2,440,2,5,TA,0,4928,NPkVill,TA,143750
4,968,656,968,1927,2007,1,216,2,5,TA,0,10800,OldTown,TA,64500
6,1792,936,962,2000,2000,2,451,2,8,TA,1,10261,Gilbert,TA,186500
5,1126,1126,1126,1977,1977,2,484,2,5,TA,1,17400,Mitchel,TA,160000
6,1537,1319,1537,1962,2005,2,462,1,7,Gd,1,8400,NAmes,Gd,174000
8,1932,1932,1932,2008,2008,3,774,2,7,Ex,1,12444,NridgHt,Ex,394617
7,1725,539,1040,1979,1979,2,550,2,6,TA,1,11584,NWAmes,TA,197000
6,2555,588,1423,1922,1994,2,672,2,11,TA,1,11526,Crawfor,TA,191000
6,848,848,848,2004,2004,2,420,1,3,Gd,1,4426,CollgCr,Gd,149300
10,2007,1017,1026,2008,2008,3,812,2,10,Ex,1,11003,Somerst,Ex,310000
6,952,952,952,1916,1950,1,192,1,4,Fa,1,8854,BrkSide,TA,121000
7,1422,1422,1422,2004,2004,2,626,2,7,Gd,0,8500,CollgCr,Gd,179600
6,913,814,913,1966,1966,1,240,1,6,TA,0,8400,Sawyer,TA,129000
5,1188,1188,1188,1962,1962,1,312,1,6,TA,0,26142,Mitchel,TA,157900
8,2090,1220,1220,1995,1996,2,556,2,8,Gd,1,10000,CollgCr,Gd,240000
4,1346,560,796,1910,2000,1,384,1,6,TA,0,11767,Edwards,TA,112000
5,630,630,630,1970,1970,0,0,1,3,Ex,0,1533,MeadowV,TA,92000
5,1792,896,896,1974,1974,0,0,2,8,TA,0,9000,NAmes,TA,136000
5,1072,547,1072,2005,2005,2,525,1,5,TA,0,3675,Edwards,TA,145000
7,1221,1221,1221,2004,2005,2,400,2,6,Gd,0,7500,Somerst,Gd,185000
6,1647,953,953,1999,2000,2,460,2,7,TA,1,7917,Gilbert,TA,175000
7,2340,1152,1188,1941,2006,1,252,2,9,Gd,2,9042,Crawfor,Ex,266500
5,1078,1078,1078,1950,1996,1,240,1,5,Gd,0,9717,NAmes,TA,142125
